temp_c,umidade,pressao,co2,radiacao,label,classe
23.12,29.2,90.1,610,0.506,2,RISCO_DESPRESSURIZACAO
15.29,64.3,89.74,653,0.362,2,RISCO_DESPRESSURIZACAO
22.62,59.6,96.07,2820,0.14,3,AR_CRITICO
24.84,44.9,101.57,2131,0.104,3,AR_CRITICO
44.46,39.2,99.45,1239,0.231,1,SOBRECARGA_TERMICA
26.37,54.0,101.11,2023,0.17,3,AR_CRITICO
43.44,21.4,96.6,1474,0.294,1,SOBRECARGA_TERMICA
21.55,72.7,100.98,3346,0.355,3,AR_CRITICO
16.34,50.4,86.29,717,0.655,2,RISCO_DESPRESSURIZACAO
16.11,51.7,85.14,808,0.699,2,RISCO_DESPRESSURIZACAO
42.12,38.5,100.67,1209,0.372,1,SOBRECARGA_TERMICA
19.03,61.1,84.69,891,0.145,2,RISCO_DESPRESSURIZACAO
25.44,63.4,100.56,3330,0.362,3,AR_CRITICO
40.24,47.5,95.43,1230,0.448,1,SOBRECARGA_TERMICA
22.79,43.9,99.06,682,0.297,0,NOMINAL
46.01,32.2,96.72,1237,0.368,1,SOBRECARGA_TERMICA
26.09,73.2,99.42,2671,0.262,3,AR_CRITICO
30.91,69.1,101.98,2979,0.549,3,AR_CRITICO
43.02,32.9,94.84,1270,0.351,1,SOBRECARGA_TERMICA
37.99,39.0,100.2,1188,0.148,1,SOBRECARGA_TERMICA
23.0,55.3,100.0,2593,0.313,3,AR_CRITICO
40.92,35.9,103.29,638,0.286,1,SOBRECARGA_TERMICA
21.04,35.1,101.45,808,0.217,0,NOMINAL
39.1,32.7,100.51,1071,0.31,1,SOBRECARGA_TERMICA
20.73,37.8,79.77,1187,0.651,2,RISCO_DESPRESSURIZACAO
23.89,56.2,102.11,2603,0.196,3,AR_CRITICO
19.91,44.4,87.72,892,0.287,2,RISCO_DESPRESSURIZACAO
20.37,51.3,103.85,621,0.304,0,NOMINAL
36.7,25.9,102.56,795,0.276,1,SOBRECARGA_TERMICA
11.57,54.3,87.58,824,0.78,2,RISCO_DESPRESSURIZACAO
26.55,67.0,98.79,2765,0.424,3,AR_CRITICO
20.19,38.9,81.34,802,0.224,2,RISCO_DESPRESSURIZACAO
26.02,59.8,81.61,530,0.352,2,RISCO_DESPRESSURIZACAO
36.85,42.8,101.43,1278,0.239,1,SOBRECARGA_TERMICA
26.44,32.7,100.05,900,0.231,0,NOMINAL
36.53,30.3,96.34,1361,0.427,1,SOBRECARGA_TERMICA
22.46,45.1,96.4,2878,0.377,3,AR_CRITICO
29.07,64.5,102.97,2367,0.159,3,AR_CRITICO
27.2,35.3,101.2,734,0.289,0,NOMINAL
31.23,66.9,97.51,3490,0.248,3,AR_CRITICO
24.75,81.0,102.46,2143,0.306,3,AR_CRITICO
28.09,50.1,96.82,2145,0.088,3,AR_CRITICO
18.78,50.7,99.52,617,0.326,0,NOMINAL
17.66,34.7,97.98,838,0.403,0,NOMINAL
33.6,47.2,98.87,1056,0.275,1,SOBRECARGA_TERMICA
29.39,71.7,99.3,2223,0.328,3,AR_CRITICO
28.22,47.9,103.42,2584,0.192,3,AR_CRITICO
16.98,35.9,99.06,416,0.257,0,NOMINAL
24.62,69.0,98.76,3347,0.093,3,AR_CRITICO
11.45,29.2,86.1,521,0.457,2,RISCO_DESPRESSURIZACAO
20.54,33.0,95.22,2479,0.369,3,AR_CRITICO
38.48,38.8,98.74,1529,0.334,1,SOBRECARGA_TERMICA
40.22,44.1,101.89,780,0.2,1,SOBRECARGA_TERMICA
17.85,43.5,89.14,752,0.106,2,RISCO_DESPRESSURIZACAO
24.97,57.3,100.53,734,0.404,0,NOMINAL
24.52,51.3,100.16,2139,0.425,3,AR_CRITICO
26.97,37.9,90.97,531,0.354,2,RISCO_DESPRESSURIZACAO
43.2,53.7,100.6,1117,0.329,1,SOBRECARGA_TERMICA
21.06,49.6,100.77,2722,0.404,3,AR_CRITICO
36.88,48.1,95.41,1245,0.362,1,SOBRECARGA_TERMICA
39.54,43.0,99.46,476,0.191,1,SOBRECARGA_TERMICA
35.78,55.2,97.93,1548,0.247,1,SOBRECARGA_TERMICA
28.52,49.4,96.62,3145,0.191,3,AR_CRITICO
23.24,55.8,100.84,763,0.122,0,NOMINAL
44.94,42.1,99.9,835,0.378,1,SOBRECARGA_TERMICA
39.15,43.0,102.76,698,0.286,1,SOBRECARGA_TERMICA
23.59,46.2,103.37,666,0.357,0,NOMINAL
24.14,44.9,98.23,1113,0.168,0,NOMINAL
38.11,34.8,101.05,859,0.322,1,SOBRECARGA_TERMICA
21.4,36.0,100.19,1018,0.481,3,AR_CRITICO
23.3,63.3,99.18,1556,0.403,3,AR_CRITICO
26.41,41.3,100.07,721,0.294,0,NOMINAL
26.22,66.8,101.11,3434,0.279,3,AR_CRITICO
25.16,52.5,90.46,695,0.571,2,RISCO_DESPRESSURIZACAO
17.32,40.4,83.17,619,0.604,2,RISCO_DESPRESSURIZACAO
17.03,51.2,86.63,832,0.522,2,RISCO_DESPRESSURIZACAO
19.03,55.7,101.64,715,0.341,0,NOMINAL
19.85,49.3,78.55,745,0.683,2,RISCO_DESPRESSURIZACAO
24.25,56.5,101.63,651,0.328,0,NOMINAL
16.73,33.1,87.53,846,0.387,2,RISCO_DESPRESSURIZACAO
26.01,38.1,98.98,781,0.222,0,NOMINAL
21.09,40.2,95.27,995,0.444,2,RISCO_DESPRESSURIZACAO
23.83,52.8,103.27,901,0.439,0,NOMINAL
19.41,45.0,102.21,808,0.375,0,NOMINAL
20.12,38.3,85.99,553,0.635,2,RISCO_DESPRESSURIZACAO
29.75,34.9,98.23,591,0.213,1,SOBRECARGA_TERMICA
25.04,52.5,101.06,672,0.312,0,NOMINAL
21.38,54.9,101.04,777,0.356,0,NOMINAL
20.79,33.9,87.4,431,0.362,2,RISCO_DESPRESSURIZACAO
26.33,55.6,100.6,3441,0.263,3,AR_CRITICO
23.28,51.1,100.69,651,0.308,0,NOMINAL
22.95,35.9,102.69,475,0.444,0,NOMINAL
30.44,35.3,101.31,2953,0.27,3,AR_CRITICO
13.59,43.2,83.71,555,0.673,2,RISCO_DESPRESSURIZACAO
28.39,46.2,95.75,826,0.445,0,NOMINAL
29.9,57.6,95.62,2202,0.14,3,AR_CRITICO
33.85,40.9,101.01,1019,0.263,1,SOBRECARGA_TERMICA
22.1,56.9,101.1,3089,0.19,3,AR_CRITICO
40.8,31.8,97.93,833,0.222,1,SOBRECARGA_TERMICA
33.79,49.3,101.28,782,0.144,1,SOBRECARGA_TERMICA
22.43,67.9,100.33,2477,0.244,3,AR_CRITICO
27.99,60.6,103.63,2675,0.314,3,AR_CRITICO
34.56,41.3,97.81,849,0.265,1,SOBRECARGA_TERMICA
22.59,35.8,101.8,702,0.246,0,NOMINAL
28.28,45.6,97.61,658,0.349,0,NOMINAL
29.66,47.8,102.57,2699,0.256,3,AR_CRITICO
33.69,29.8,99.6,861,0.444,1,SOBRECARGA_TERMICA
46.24,34.8,94.47,680,0.068,1,SOBRECARGA_TERMICA
20.9,41.7,100.51,823,0.194,0,NOMINAL
24.25,30.1,101.12,985,0.247,0,NOMINAL
29.09,59.6,100.73,2731,0.341,3,AR_CRITICO
29.34,49.3,101.82,1177,0.277,3,AR_CRITICO
18.82,57.4,83.85,593,0.304,2,RISCO_DESPRESSURIZACAO
25.53,38.2,101.1,762,0.295,0,NOMINAL
21.18,47.5,84.62,791,0.501,2,RISCO_DESPRESSURIZACAO
49.08,52.7,102.23,719,0.291,1,SOBRECARGA_TERMICA
40.33,44.3,101.01,564,0.322,1,SOBRECARGA_TERMICA
20.93,41.7,102.7,737,0.288,0,NOMINAL
29.2,40.3,102.85,1901,0.33,3,AR_CRITICO
19.42,33.5,98.93,626,0.436,0,NOMINAL
29.67,34.2,102.1,2308,0.33,3,AR_CRITICO
45.21,45.1,100.93,1055,0.097,1,SOBRECARGA_TERMICA
23.23,49.6,101.29,2143,0.28,3,AR_CRITICO
27.16,69.4,100.72,2325,0.345,3,AR_CRITICO
40.67,60.5,101.6,914,0.269,1,SOBRECARGA_TERMICA
17.26,48.4,101.83,642,0.283,0,NOMINAL
20.79,52.2,93.85,842,0.063,2,RISCO_DESPRESSURIZACAO
27.58,59.7,98.62,2958,0.333,3,AR_CRITICO
17.28,67.2,88.55,632,0.612,2,RISCO_DESPRESSURIZACAO
26.37,60.9,99.59,350,0.38,0,NOMINAL
15.62,53.7,87.78,850,0.162,2,RISCO_DESPRESSURIZACAO
18.82,44.0,93.53,973,0.389,0,NOMINAL
5.93,44.1,90.63,579,0.438,2,RISCO_DESPRESSURIZACAO
20.77,61.2,100.52,705,0.291,0,NOMINAL
51.28,37.2,99.41,676,0.441,1,SOBRECARGA_TERMICA
9.12,54.4,79.52,593,0.589,2,RISCO_DESPRESSURIZACAO
20.04,60.6,98.73,662,0.527,0,NOMINAL
45.09,24.6,99.41,663,0.05,1,SOBRECARGA_TERMICA
37.64,39.8,101.35,568,0.372,1,SOBRECARGA_TERMICA
40.51,43.3,100.06,948,0.289,1,SOBRECARGA_TERMICA
39.01,26.4,103.42,724,0.274,1,SOBRECARGA_TERMICA
18.33,43.2,99.37,577,0.441,0,NOMINAL
33.71,53.9,101.51,1131,0.508,1,SOBRECARGA_TERMICA
20.44,46.4,95.01,3232,0.304,3,AR_CRITICO
18.89,42.3,101.84,739,0.289,0,NOMINAL
20.5,50.8,100.38,654,0.444,0,NOMINAL
21.81,37.9,84.68,933,0.663,2,RISCO_DESPRESSURIZACAO
21.71,51.5,96.06,629,0.254,0,NOMINAL
38.41,52.3,95.6,1262,0.461,1,SOBRECARGA_TERMICA
24.0,42.5,102.31,447,0.267,0,NOMINAL
23.16,58.3,101.77,1890,0.385,3,AR_CRITICO
16.85,57.4,84.69,662,0.339,2,RISCO_DESPRESSURIZACAO
39.05,19.8,100.88,350,0.257,1,SOBRECARGA_TERMICA
21.2,68.0,95.33,2196,0.28,3,AR_CRITICO
25.99,44.0,96.38,814,0.358,0,NOMINAL
15.6,39.4,91.79,690,0.548,2,RISCO_DESPRESSURIZACAO
22.53,34.5,101.59,721,0.454,0,NOMINAL
17.04,51.8,100.55,749,0.539,0,NOMINAL
25.19,56.9,102.48,496,0.168,0,NOMINAL
32.54,76.6,101.63,2762,0.222,3,AR_CRITICO
17.04,24.6,92.64,884,0.407,2,RISCO_DESPRESSURIZACAO
20.99,49.5,104.56,580,0.308,0,NOMINAL
34.54,40.0,99.43,1503,0.342,1,SOBRECARGA_TERMICA
37.66,24.2,99.84,981,0.168,1,SOBRECARGA_TERMICA
15.81,44.1,91.59,781,0.307,2,RISCO_DESPRESSURIZACAO
22.94,52.0,99.55,1131,0.213,0,NOMINAL
34.44,45.6,102.69,573,0.05,1,SOBRECARGA_TERMICA
22.1,47.8,104.01,572,0.297,0,NOMINAL
14.94,44.9,87.37,494,0.485,2,RISCO_DESPRESSURIZACAO
23.77,66.0,98.76,2796,0.271,3,AR_CRITICO
44.94,28.1,100.99,953,0.355,1,SOBRECARGA_TERMICA
20.99,39.6,87.97,569,0.145,2,RISCO_DESPRESSURIZACAO
39.95,33.9,94.38,1296,0.244,1,SOBRECARGA_TERMICA
20.19,43.4,84.99,961,0.749,2,RISCO_DESPRESSURIZACAO
23.58,63.0,98.39,3251,0.526,3,AR_CRITICO
27.02,78.5,101.07,2664,0.282,3,AR_CRITICO
20.62,44.5,99.96,826,0.174,0,NOMINAL
15.66,49.0,84.32,563,0.461,2,RISCO_DESPRESSURIZACAO
29.84,51.5,100.17,2283,0.329,3,AR_CRITICO
23.49,56.8,102.9,2527,0.465,3,AR_CRITICO
11.79,31.9,92.18,765,0.633,2,RISCO_DESPRESSURIZACAO
27.99,49.1,101.04,1741,0.162,3,AR_CRITICO
18.33,34.5,86.85,552,0.367,2,RISCO_DESPRESSURIZACAO
30.02,42.9,101.86,2276,0.213,3,AR_CRITICO
24.77,68.4,98.95,3200,0.349,3,AR_CRITICO
22.31,64.7,100.07,3371,0.172,3,AR_CRITICO
29.8,62.8,94.85,2026,0.343,3,AR_CRITICO
46.5,37.7,98.17,768,0.471,1,SOBRECARGA_TERMICA
26.72,28.0,100.71,709,0.276,0,NOMINAL
23.89,45.1,83.87,565,0.796,2,RISCO_DESPRESSURIZACAO
37.02,42.1,99.93,760,0.199,1,SOBRECARGA_TERMICA
25.9,42.8,97.87,871,0.325,0,NOMINAL
18.67,46.2,84.97,914,0.42,2,RISCO_DESPRESSURIZACAO
20.98,50.0,100.11,992,0.336,0,NOMINAL
23.7,75.4,100.68,3084,0.382,3,AR_CRITICO
8.53,36.2,87.06,741,0.05,2,RISCO_DESPRESSURIZACAO
19.41,55.1,102.65,2797,0.231,3,AR_CRITICO
23.41,69.2,100.44,2402,0.418,3,AR_CRITICO
14.84,37.7,82.57,1383,0.381,2,RISCO_DESPRESSURIZACAO
40.46,35.2,99.91,841,0.342,1,SOBRECARGA_TERMICA
23.15,58.9,88.94,480,0.483,2,RISCO_DESPRESSURIZACAO
46.96,50.8,99.54,1244,0.268,1,SOBRECARGA_TERMICA
19.24,38.6,96.15,1097,0.333,0,NOMINAL
18.68,56.3,83.41,558,0.28,2,RISCO_DESPRESSURIZACAO
25.78,65.0,100.6,1557,0.259,3,AR_CRITICO
26.3,43.6,99.46,702,0.389,0,NOMINAL
18.43,53.0,84.54,887,0.315,2,RISCO_DESPRESSURIZACAO
20.19,42.7,85.74,741,0.457,2,RISCO_DESPRESSURIZACAO
27.19,48.6,100.64,2605,0.328,3,AR_CRITICO
24.19,36.3,83.62,1226,0.251,2,RISCO_DESPRESSURIZACAO
21.2,48.1,103.04,653,0.311,0,NOMINAL
40.18,48.3,100.43,726,0.265,1,SOBRECARGA_TERMICA
16.46,30.2,86.85,783,0.532,2,RISCO_DESPRESSURIZACAO
21.59,39.0,89.77,728,0.263,2,RISCO_DESPRESSURIZACAO
45.16,43.6,100.94,1436,0.127,1,SOBRECARGA_TERMICA
18.35,56.6,89.94,523,0.514,2,RISCO_DESPRESSURIZACAO
44.24,39.0,101.0,433,0.244,1,SOBRECARGA_TERMICA
38.48,36.1,100.03,888,0.381,1,SOBRECARGA_TERMICA
31.3,55.7,99.12,1661,0.178,3,AR_CRITICO
12.74,41.6,81.75,475,0.496,2,RISCO_DESPRESSURIZACAO
13.96,26.1,88.64,350,0.87,2,RISCO_DESPRESSURIZACAO
25.2,41.7,102.37,561,0.127,0,NOMINAL
42.5,45.1,96.55,1018,0.228,1,SOBRECARGA_TERMICA
17.26,45.0,84.89,652,0.494,2,RISCO_DESPRESSURIZACAO
43.34,45.6,101.56,1097,0.252,1,SOBRECARGA_TERMICA
50.79,24.4,102.52,1304,0.206,1,SOBRECARGA_TERMICA
22.7,42.5,85.15,781,0.46,2,RISCO_DESPRESSURIZACAO
18.71,47.7,88.59,610,0.654,2,RISCO_DESPRESSURIZACAO
20.2,47.4,88.54,693,0.83,2,RISCO_DESPRESSURIZACAO
48.49,46.8,101.22,640,0.372,1,SOBRECARGA_TERMICA
25.41,67.2,99.06,1339,0.308,3,AR_CRITICO
44.33,42.6,102.66,1295,0.325,1,SOBRECARGA_TERMICA
31.87,39.6,99.12,796,0.234,1,SOBRECARGA_TERMICA
26.35,56.5,102.94,1940,0.482,3,AR_CRITICO
14.53,48.1,85.55,619,0.448,2,RISCO_DESPRESSURIZACAO
27.84,55.7,102.82,3747,0.388,3,AR_CRITICO
38.11,35.5,100.79,849,0.29,1,SOBRECARGA_TERMICA
23.15,40.0,102.99,686,0.344,0,NOMINAL
32.32,30.7,94.46,1566,0.356,1,SOBRECARGA_TERMICA
27.61,56.3,100.2,3638,0.195,3,AR_CRITICO
23.6,41.3,102.09,838,0.511,0,NOMINAL
13.91,57.0,86.8,688,0.583,2,RISCO_DESPRESSURIZACAO
16.07,48.8,97.74,885,0.467,2,RISCO_DESPRESSURIZACAO
42.55,40.9,103.15,1124,0.469,1,SOBRECARGA_TERMICA
37.62,34.4,103.41,822,0.338,1,SOBRECARGA_TERMICA
24.88,49.1,84.75,666,0.697,2,RISCO_DESPRESSURIZACAO
32.97,38.8,102.21,627,0.273,1,SOBRECARGA_TERMICA
29.38,46.9,102.87,2096,0.286,3,AR_CRITICO
23.63,51.3,99.5,702,0.357,0,NOMINAL
37.35,21.7,99.41,1149,0.236,1,SOBRECARGA_TERMICA
15.48,48.9,87.36,778,0.644,2,RISCO_DESPRESSURIZACAO
20.47,46.2,88.38,857,0.357,2,RISCO_DESPRESSURIZACAO
42.45,50.8,102.19,537,0.128,1,SOBRECARGA_TERMICA
46.96,36.0,99.64,1138,0.399,1,SOBRECARGA_TERMICA
20.85,29.5,100.58,2620,0.434,3,AR_CRITICO
29.49,66.2,100.93,2485,0.321,3,AR_CRITICO
20.44,44.5,82.1,800,0.322,2,RISCO_DESPRESSURIZACAO
11.82,38.5,81.24,728,0.797,2,RISCO_DESPRESSURIZACAO
23.36,46.6,100.2,632,0.234,0,NOMINAL
15.56,42.1,95.4,784,0.267,0,NOMINAL
23.67,53.7,100.07,799,0.375,0,NOMINAL
19.09,49.1,102.57,767,0.228,0,NOMINAL
29.83,65.5,97.23,3757,0.34,3,AR_CRITICO
39.53,54.3,100.28,1004,0.337,1,SOBRECARGA_TERMICA
13.78,29.5,88.02,875,0.6,2,RISCO_DESPRESSURIZACAO
28.5,80.2,99.36,2244,0.169,3,AR_CRITICO
19.4,55.9,103.61,763,0.116,0,NOMINAL
39.86,40.1,101.29,728,0.385,1,SOBRECARGA_TERMICA
11.14,40.2,80.51,1154,0.325,2,RISCO_DESPRESSURIZACAO
27.46,42.7,101.41,434,0.294,0,NOMINAL
26.97,49.5,100.54,2095,0.35,3,AR_CRITICO
39.81,42.7,103.66,730,0.223,1,SOBRECARGA_TERMICA
30.2,66.9,101.69,2736,0.278,3,AR_CRITICO
44.05,36.0,102.18,1127,0.298,1,SOBRECARGA_TERMICA
17.5,42.9,89.03,600,0.452,2,RISCO_DESPRESSURIZACAO
20.39,43.8,99.52,2277,0.311,3,AR_CRITICO
21.22,35.0,88.09,871,0.629,2,RISCO_DESPRESSURIZACAO
17.59,56.3,81.38,875,0.481,2,RISCO_DESPRESSURIZACAO
17.99,50.4,80.75,713,0.515,2,RISCO_DESPRESSURIZACAO
35.47,31.7,100.59,1361,0.184,1,SOBRECARGA_TERMICA
38.46,39.3,100.9,882,0.449,1,SOBRECARGA_TERMICA
36.17,31.6,100.62,1372,0.113,1,SOBRECARGA_TERMICA
12.06,32.4,83.38,895,0.247,2,RISCO_DESPRESSURIZACAO
11.84,43.7,83.29,463,0.366,2,RISCO_DESPRESSURIZACAO
21.74,42.8,100.83,709,0.076,0,NOMINAL
20.01,50.6,97.74,928,0.212,0,NOMINAL
23.99,57.5,100.83,2009,0.348,3,AR_CRITICO
47.11,38.4,99.52,798,0.308,1,SOBRECARGA_TERMICA
22.52,62.4,101.43,2316,0.411,3,AR_CRITICO
30.22,65.7,100.51,2541,0.084,3,AR_CRITICO
21.52,45.1,100.62,709,0.132,0,NOMINAL
39.86,51.6,100.23,803,0.328,1,SOBRECARGA_TERMICA
20.45,45.7,96.73,1348,0.174,0,NOMINAL
22.38,51.9,99.93,776,0.329,0,NOMINAL
37.54,39.8,104.64,1158,0.296,1,SOBRECARGA_TERMICA
13.76,56.1,88.83,713,0.644,2,RISCO_DESPRESSURIZACAO
24.48,61.0,100.26,2977,0.17,3,AR_CRITICO
40.12,40.7,101.36,1015,0.39,1,SOBRECARGA_TERMICA
25.32,58.0,101.42,405,0.306,0,NOMINAL
22.66,44.3,96.7,610,0.397,0,NOMINAL
24.52,48.1,100.43,582,0.413,0,NOMINAL
23.05,43.2,99.14,1025,0.443,0,NOMINAL
25.26,39.6,100.2,771,0.218,0,NOMINAL
12.06,55.5,85.23,475,0.343,2,RISCO_DESPRESSURIZACAO
41.75,44.9,94.28,1264,0.362,1,SOBRECARGA_TERMICA
16.35,28.5,80.4,873,0.505,2,RISCO_DESPRESSURIZACAO
45.32,39.5,100.76,658,0.544,1,SOBRECARGA_TERMICA
26.22,45.3,101.79,1693,0.263,3,AR_CRITICO
15.81,53.3,89.89,707,0.745,2,RISCO_DESPRESSURIZACAO
24.84,50.6,93.58,515,0.247,2,RISCO_DESPRESSURIZACAO
11.41,35.4,92.36,698,0.643,2,RISCO_DESPRESSURIZACAO
21.64,38.5,86.8,1032,0.247,2,RISCO_DESPRESSURIZACAO
27.28,56.9,101.61,2961,0.281,3,AR_CRITICO
21.8,48.7,100.74,616,0.283,0,NOMINAL
23.09,51.3,97.38,477,0.358,0,NOMINAL
18.59,39.7,80.13,994,0.785,2,RISCO_DESPRESSURIZACAO
17.36,46.6,81.59,966,0.63,2,RISCO_DESPRESSURIZACAO
37.99,42.2,97.05,1567,0.373,1,SOBRECARGA_TERMICA
17.79,54.3,90.36,792,0.529,2,RISCO_DESPRESSURIZACAO
20.8,47.2,91.88,567,0.357,2,RISCO_DESPRESSURIZACAO
20.59,52.1,94.06,767,0.311,0,NOMINAL
19.7,54.5,99.56,2154,0.19,3,AR_CRITICO
38.97,51.2,103.06,1068,0.256,1,SOBRECARGA_TERMICA
22.25,68.9,98.41,2683,0.291,3,AR_CRITICO
20.59,50.3,99.91,776,0.259,0,NOMINAL
15.61,30.2,87.58,706,0.406,2,RISCO_DESPRESSURIZACAO
28.42,65.1,100.64,3081,0.217,3,AR_CRITICO
18.07,53.6,91.66,643,0.516,2,RISCO_DESPRESSURIZACAO
17.66,44.9,99.23,615,0.38,0,NOMINAL
27.88,63.5,98.6,2613,0.45,3,AR_CRITICO
37.49,37.0,102.34,828,0.186,1,SOBRECARGA_TERMICA
18.15,49.8,88.74,859,0.536,2,RISCO_DESPRESSURIZACAO
18.74,46.5,79.78,811,0.318,2,RISCO_DESPRESSURIZACAO
34.37,38.9,100.8,408,0.283,1,SOBRECARGA_TERMICA
26.83,43.7,102.52,693,0.438,0,NOMINAL
19.7,58.1,99.52,2232,0.264,3,AR_CRITICO
19.12,47.2,97.63,849,0.237,0,NOMINAL
32.47,66.8,101.05,2260,0.616,3,AR_CRITICO
22.81,72.1,102.71,2650,0.472,3,AR_CRITICO
20.59,47.6,99.79,824,0.314,0,NOMINAL
17.85,45.0,101.56,1050,0.134,0,NOMINAL
13.87,41.5,91.89,841,0.345,2,RISCO_DESPRESSURIZACAO
37.23,30.3,102.33,596,0.231,1,SOBRECARGA_TERMICA
20.78,67.9,99.32,709,0.403,0,NOMINAL
39.09,24.2,103.87,773,0.354,1,SOBRECARGA_TERMICA
34.02,32.0,99.79,887,0.445,1,SOBRECARGA_TERMICA
13.38,39.7,88.66,759,0.396,2,RISCO_DESPRESSURIZACAO
21.02,39.3,103.05,954,0.114,0,NOMINAL
18.93,52.2,93.5,694,0.48,2,RISCO_DESPRESSURIZACAO
37.83,47.3,100.39,643,0.201,1,SOBRECARGA_TERMICA
17.28,43.5,97.52,1423,0.21,0,NOMINAL
21.79,34.3,99.24,951,0.173,0,NOMINAL
47.5,45.5,96.75,1082,0.268,1,SOBRECARGA_TERMICA
12.96,43.4,85.67,789,0.216,2,RISCO_DESPRESSURIZACAO
22.91,53.0,102.26,647,0.365,0,NOMINAL
21.58,49.6,99.9,555,0.502,0,NOMINAL
12.24,39.3,83.28,596,0.566,2,RISCO_DESPRESSURIZACAO
36.76,32.3,102.91,954,0.278,1,SOBRECARGA_TERMICA
26.3,50.4,102.93,2726,0.271,3,AR_CRITICO
40.87,42.8,102.14,1316,0.185,1,SOBRECARGA_TERMICA
42.6,40.3,100.73,993,0.442,1,SOBRECARGA_TERMICA
27.3,55.2,101.7,536,0.262,0,NOMINAL
15.9,40.6,96.44,549,0.391,2,RISCO_DESPRESSURIZACAO
16.5,48.9,88.71,437,0.487,2,RISCO_DESPRESSURIZACAO
45.44,46.4,102.49,381,0.274,1,SOBRECARGA_TERMICA
18.74,54.2,85.59,891,0.366,2,RISCO_DESPRESSURIZACAO
21.17,33.9,100.24,2670,0.109,3,AR_CRITICO
11.18,37.8,84.07,837,0.542,2,RISCO_DESPRESSURIZACAO
25.83,81.7,100.58,2117,0.184,3,AR_CRITICO
28.64,54.2,100.64,1865,0.161,3,AR_CRITICO
25.35,50.5,100.33,2818,0.088,3,AR_CRITICO
14.94,60.0,92.11,724,0.196,2,RISCO_DESPRESSURIZACAO
22.08,73.1,100.7,3086,0.365,3,AR_CRITICO
25.82,71.2,101.25,2420,0.405,3,AR_CRITICO
20.27,48.8,88.75,896,0.531,2,RISCO_DESPRESSURIZACAO
13.89,41.8,83.69,760,0.21,2,RISCO_DESPRESSURIZACAO
19.64,40.5,97.68,2531,0.227,3,AR_CRITICO
23.23,46.9,101.83,2494,0.394,3,AR_CRITICO
43.77,31.5,102.39,1022,0.223,1,SOBRECARGA_TERMICA
32.03,43.8,103.29,2465,0.245,3,AR_CRITICO
20.23,48.0,98.33,549,0.405,0,NOMINAL
25.48,63.7,99.61,2505,0.233,3,AR_CRITICO
26.59,55.7,99.36,2794,0.335,3,AR_CRITICO
22.97,35.0,90.27,489,0.504,2,RISCO_DESPRESSURIZACAO
19.62,50.7,98.57,703,0.309,0,NOMINAL
20.22,37.2,86.17,486,0.313,2,RISCO_DESPRESSURIZACAO
20.29,38.5,90.42,784,0.572,2,RISCO_DESPRESSURIZACAO
17.6,44.2,103.16,578,0.204,0,NOMINAL
27.58,30.4,84.29,652,0.797,2,RISCO_DESPRESSURIZACAO
36.88,27.9,99.58,1018,0.293,1,SOBRECARGA_TERMICA
28.84,62.6,95.88,2931,0.303,3,AR_CRITICO
27.23,50.0,102.34,846,0.293,0,NOMINAL
16.91,74.2,99.91,3039,0.284,3,AR_CRITICO
14.82,36.9,89.2,679,0.633,2,RISCO_DESPRESSURIZACAO
38.38,58.2,98.1,920,0.341,1,SOBRECARGA_TERMICA
41.57,42.0,102.17,1177,0.237,1,SOBRECARGA_TERMICA
39.61,46.4,101.57,525,0.244,1,SOBRECARGA_TERMICA
22.03,42.5,101.04,564,0.397,0,NOMINAL
21.52,67.1,99.17,879,0.441,0,NOMINAL
17.86,68.4,94.94,484,0.454,2,RISCO_DESPRESSURIZACAO
46.5,42.9,104.09,946,0.234,1,SOBRECARGA_TERMICA
39.14,60.4,101.46,683,0.415,1,SOBRECARGA_TERMICA
21.51,57.4,101.05,2017,0.314,3,AR_CRITICO
13.0,37.7,82.48,533,0.252,2,RISCO_DESPRESSURIZACAO
42.05,45.1,101.27,851,0.303,1,SOBRECARGA_TERMICA
36.59,46.6,101.4,1116,0.402,1,SOBRECARGA_TERMICA
42.42,34.1,99.01,909,0.364,1,SOBRECARGA_TERMICA
16.66,38.2,86.93,622,0.424,2,RISCO_DESPRESSURIZACAO
41.52,32.9,100.51,1084,0.255,1,SOBRECARGA_TERMICA
17.22,47.4,84.08,811,0.438,2,RISCO_DESPRESSURIZACAO
23.93,58.0,97.38,2515,0.306,3,AR_CRITICO
29.26,45.1,102.21,3268,0.341,3,AR_CRITICO
26.39,47.5,96.98,1093,0.293,0,NOMINAL
36.31,40.3,101.5,1135,0.409,1,SOBRECARGA_TERMICA
19.09,62.3,98.6,1598,0.441,3,AR_CRITICO
41.13,56.0,100.91,1013,0.276,1,SOBRECARGA_TERMICA
22.7,57.3,95.03,1144,0.18,0,NOMINAL
40.61,25.3,99.76,946,0.287,1,SOBRECARGA_TERMICA
44.14,43.4,102.88,1354,0.29,1,SOBRECARGA_TERMICA
42.39,36.4,103.09,944,0.368,1,SOBRECARGA_TERMICA
21.74,63.8,82.09,652,0.284,2,RISCO_DESPRESSURIZACAO
38.42,50.8,102.65,1372,0.155,1,SOBRECARGA_TERMICA
22.67,47.4,86.26,474,0.07,2,RISCO_DESPRESSURIZACAO
28.88,46.7,100.35,1826,0.368,3,AR_CRITICO
23.24,54.0,99.8,496,0.348,0,NOMINAL
